CODE_GENDER;FLAG_OWN_CAR;FLAG_OWN_REALTY;CNT_CHILDREN;AMT_INCOME_TOTAL;NAME_INCOME_TYPE;NAME_EDUCATION_TYPE;NAME_FAMILY_STATUS;NAME_HOUSING_TYPE;DAYS_BIRTH;DAYS_EMPLOYED;FLAG_WORK_PHONE;FLAG_PHONE;FLAG_EMAIL;OCCUPATION_TYPE;CNT_FAM_MEMBERS;opentime;y
M;N;N; 0; 117000,0;Working;Secondary / secondary special;Single / not married;House / apartment;-14689; -3661;1;0;0;Low-skill Laborers; 1;-28;0
M;N;N; 0; 117000,0;Working;Secondary / secondary special;Single / not married;House / apartment;-14689; -3661;1;0;0;Low-skill Laborers; 1;-23;0
F;N;N; 0; 135000,0;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;-15805;  -433;1;0;0;Core staff; 2; -8;0
F;N;N; 0; 135000,0;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;-15805;  -433;1;0;0;Core staff; 2; -6;0
M;Y;N; 0;1350000,0;Commercial associate;Higher education;Married;Municipal apartment;-12999; -1560;0;1;1;Managers; 2;-45;0
M;Y;N; 0;1350000,0;Commercial associate;Higher education;Married;Municipal apartment;-12999; -1560;0;1;1;Managers; 2; -6;0
M;Y;N; 0;1350000,0;Commercial associate;Higher education;Married;Municipal apartment;-12999; -1560;0;1;1;Managers; 2;-27;0
M;Y;N; 0;1350000,0;Commercial associate;Higher education;Married;Municipal apartment;-12999; -1560;0;1;1;Managers; 2;-27;0
M;Y;N; 0;1350000,0;Commercial associate;Higher education;Married;Municipal apartment;-12999; -1560;0;1;1;Managers; 2; -8;0
M;Y;N; 0;1350000,0;Commercial associate;Higher education;Married;Municipal apartment;-12999; -1560;0;1;1;Managers; 2;-27;0
F;N;N; 0; 157500,0;Working;Higher education;Married;House / apartment;-11644;  -344;0;0;0;Managers; 2; -4;0
F;N;N; 0; 157500,0;Working;Higher education;Married;House / apartment;-11644;  -344;0;0;0;Managers; 2;-15;0
F;N;N; 0; 157500,0;Working;Higher education;Married;House / apartment;-11644;  -344;0;0;0;Managers; 2;-11;0
F;Y;N; 0; 135000,0;Working;Secondary / secondary special;Civil marriage;With parents;-11102;  -433;1;1;0;Sales staff; 2; -4;0
F;Y;N; 0; 135000,0;Working;Secondary / secondary special;Civil marriage;With parents;-11102;  -433;1;1;0;Sales staff; 2;-23;0
F;N;N; 0; 135000,0;Working;Higher education;Married;House / apartment; -9887; -2474;0;1;0;Sales staff; 2;-41;0
F;N;N; 0; 135000,0;Working;Higher education;Married;House / apartment; -9887; -2474;0;1;0;Sales staff; 2;-10;0
F;N;N; 0; 135000,0;Working;Higher education;Married;House / apartment; -9887; -2474;0;1;0;Sales staff; 2; -7;0
F;N;N; 0; 135000,0;Working;Higher education;Married;House / apartment; -9887; -2474;0;1;0;Sales staff; 2;-57;0
M;Y;N; 0; 292500,0;Working;Secondary / secondary special;Married;House / apartment;-13178; -1317;1;0;0;Laborers; 2; -4;0
M;Y;N; 0; 292500,0;Working;Secondary / secondary special;Married;House / apartment;-13178; -1317;1;0;0;Laborers; 2; -4;0
M;Y;N; 0; 292500,0;Working;Secondary / secondary special;Married;House / apartment;-13178; -1317;1;0;0;Laborers; 2;-27;0
F;Y;N; 0; 270000,0;Commercial associate;Higher education;Married;House / apartment;-19341; -7314;1;1;0;Managers; 2;-49;0
F;Y;N; 0; 270000,0;Commercial associate;Higher education;Married;House / apartment;-19341; -7314;1;1;0;Managers; 2;-49;0
F;Y;N; 0; 270000,0;Commercial associate;Higher education;Married;House / apartment;-19341; -7314;1;1;0;Managers; 2;-49;0
F;Y;N; 0;  99000,0;Working;Secondary / secondary special;Married;House / apartment;-14657; -4392;1;1;0;Core staff; 2;-34;0
F;Y;N; 0;  99000,0;Working;Secondary / secondary special;Married;House / apartment;-14657; -4392;1;1;0;Core staff; 2;-23;0
F;Y;N; 0;  99000,0;Working;Secondary / secondary special;Married;House / apartment;-14657; -4392;1;1;0;Core staff; 2; -4;0
F;Y;N; 0;  99000,0;Working;Secondary / secondary special;Married;House / apartment;-14657; -4392;1;1;0;Core staff; 2;-40;0
F;Y;N; 0;  99000,0;Working;Secondary / secondary special;Married;House / apartment;-14657; -4392;1;1;0;Core staff; 2;-15;0
F;Y;N; 0;  99000,0;Working;Secondary / secondary special;Married;House / apartment;-14657; -4392;1;1;0;Core staff; 2;-15;0
F;N;N; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-12328; -2474;1;1;0;Sales staff; 2;-14;0
F;N;N; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-12328; -2474;1;1;0;Sales staff; 2;-20;0
M;Y;N; 0; 270000,0;Working;Higher education;Single / not married;House / apartment; -9087; -1682;0;0;0;Laborers; 1;-26;0
M;Y;N; 0; 270000,0;Working;Higher education;Single / not married;House / apartment; -9087; -1682;0;0;0;Laborers; 1;-34;0
M;Y;N; 0; 270000,0;Working;Higher education;Single / not married;House / apartment; -9087; -1682;0;0;0;Laborers; 1;-39;0
M;Y;N; 0; 270000,0;Working;Higher education;Single / not married;House / apartment; -9087; -1682;0;0;0;Laborers; 1; -9;0
M;Y;N; 0; 270000,0;Working;Higher education;Single / not married;House / apartment; -9087; -1682;0;0;0;Laborers; 1;-18;0
M;N;N; 0; 135000,0;Working;Secondary / secondary special;Separated;House / apartment;-14118; -3174;0;0;0;Laborers; 1;-16;0
M;N;N; 0; 135000,0;Working;Secondary / secondary special;Separated;House / apartment;-14118; -3174;0;0;0;Laborers; 1;-16;0
M;N;N; 0; 135000,0;Working;Secondary / secondary special;Separated;House / apartment;-14118; -3174;0;0;0;Laborers; 1;-13;0
M;N;N; 0; 135000,0;Working;Secondary / secondary special;Separated;House / apartment;-14118; -3174;0;0;0;Laborers; 1;-43;0
M;N;N; 0; 135000,0;Working;Secondary / secondary special;Separated;House / apartment;-14118; -3174;0;0;0;Laborers; 1;-16;0
M;N;N; 0; 135000,0;Working;Secondary / secondary special;Separated;House / apartment;-14118; -3174;0;0;0;Laborers; 1;-19;0
M;N;N; 0; 135000,0;Working;Secondary / secondary special;Separated;House / apartment;-14118; -3174;0;0;0;Laborers; 1;-27;0
M;N;N; 0; 135000,0;Working;Secondary / secondary special;Separated;House / apartment;-14118; -3174;0;0;0;Laborers; 1;-30;0
M;N;N; 0; 135000,0;Working;Secondary / secondary special;Separated;House / apartment;-14118; -3174;0;0;0;Laborers; 1;-36;0
M;N;N; 0; 135000,0;Working;Secondary / secondary special;Separated;House / apartment;-14118; -3174;0;0;0;Laborers; 1;-16;0
M;N;N; 0; 135000,0;Working;Secondary / secondary special;Separated;House / apartment;-14118; -3174;0;0;0;Laborers; 1; -4;0
M;Y;N; 2; 445500,0;State servant;Higher education;Married;Municipal apartment;-14906; -6826;1;0;0;Core staff; 4;-28;0
M;Y;N; 2; 445500,0;State servant;Higher education;Married;Municipal apartment;-14906; -6826;1;0;0;Core staff; 4;-28;0
F;N;N; 1; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-11813; -3266;1;1;0;Sales staff; 3; -9;0
F;N;N; 1; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-11813; -3266;1;1;0;Sales staff; 3;-20;0
F;N;N; 1; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-11813; -3266;1;1;0;Sales staff; 3;-25;0
F;N;N; 1; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-11813; -3266;1;1;0;Sales staff; 3;-34;0
F;N;N; 1; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-11813; -3266;1;1;0;Sales staff; 3;-31;0
F;N;N; 1; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-11813; -3266;1;1;0;Sales staff; 3;-51;0
F;N;N; 1; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-11813; -3266;1;1;0;Sales staff; 3;-21;0
F;N;N; 1; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-11813; -3266;1;1;0;Sales staff; 3;-51;0
F;N;N; 1; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-11813; -3266;1;1;0;Sales staff; 3;-18;0
F;N;N; 1; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-11813; -3266;1;1;0;Sales staff; 3;-13;0
F;N;N; 1; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-11813; -3266;1;1;0;Sales staff; 3;-21;0
F;N;N; 1; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-11813; -3266;1;1;0;Sales staff; 3;-47;0
F;N;N; 1; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-11813; -3266;1;1;0;Sales staff; 3; -8;0
F;N;N; 1; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-11813; -3266;1;1;0;Sales staff; 3;-45;0
F;Y;N; 0;  99000,0;Working;Secondary / secondary special;Married;House / apartment;-14883; -5457;0;1;0;Cooking staff; 2; -8;0
F;Y;N; 0;  99000,0;Working;Secondary / secondary special;Married;House / apartment;-14883; -5457;0;1;0;Cooking staff; 2; -8;0
F;Y;N; 0;  99000,0;Working;Secondary / secondary special;Married;House / apartment;-14883; -5457;0;1;0;Cooking staff; 2;-12;0
F;Y;N; 0;  99000,0;Working;Secondary / secondary special;Married;House / apartment;-14883; -5457;0;1;0;Cooking staff; 2;-20;0
F;Y;N; 0;  99000,0;Working;Secondary / secondary special;Married;House / apartment;-14883; -5457;0;1;0;Cooking staff; 2;-20;0
F;Y;N; 0;  99000,0;Working;Secondary / secondary special;Married;House / apartment;-14883; -5457;0;1;0;Cooking staff; 2;-31;0
F;Y;N; 0;  99000,0;Working;Secondary / secondary special;Married;House / apartment;-14883; -5457;0;1;0;Cooking staff; 2;-33;0
F;N;N; 0; 112500,0;Working;Secondary / secondary special;Married;House / apartment;-15759;  -374;1;0;0;Sales staff; 2;-25;0
F;N;N; 0; 112500,0;Working;Secondary / secondary special;Married;House / apartment;-15759;  -374;1;0;0;Sales staff; 2;-25;0
F;N;N; 0; 112500,0;Working;Secondary / secondary special;Married;House / apartment;-15759;  -374;1;0;0;Sales staff; 2;-25;0
F;N;N; 0; 112500,0;Working;Secondary / secondary special;Married;House / apartment;-15759;  -374;1;0;0;Sales staff; 2;-24;0
F;N;N; 0; 112500,0;Working;Secondary / secondary special;Married;House / apartment;-15759;  -374;1;0;0;Sales staff; 2;-52;0
M;Y;N; 0; 166500,0;Working;Higher education;Married;With parents;-10435; -1713;1;0;0;Core staff; 2;-19;0
M;Y;N; 0; 166500,0;Working;Higher education;Married;With parents;-10435; -1713;1;0;0;Core staff; 2;-30;0
M;Y;N; 0; 166500,0;Working;Higher education;Married;With parents;-10435; -1713;1;0;0;Core staff; 2;-39;0
M;Y;N; 0; 166500,0;Working;Higher education;Married;With parents;-10435; -1713;1;0;0;Core staff; 2; -4;0
M;Y;N; 0; 166500,0;Working;Higher education;Married;With parents;-10435; -1713;1;0;0;Core staff; 2;-13;0
M;Y;N; 0; 166500,0;Working;Higher education;Married;With parents;-10435; -1713;1;0;0;Core staff; 2;-44;0
F;N;N; 0; 135000,0;State servant;Secondary / secondary special;Civil marriage;House / apartment;-13120; -5578;0;0;0;Medicine staff; 2;-43;0
F;N;N; 0; 135000,0;State servant;Secondary / secondary special;Civil marriage;House / apartment;-13120; -5578;0;0;0;Medicine staff; 2;-60;0
M;Y;N; 0; 202500,0;Working;Secondary / secondary special;Civil marriage;House / apartment;-12636;  -405;0;0;0;Laborers; 2;-33;0
M;Y;N; 0; 202500,0;Working;Secondary / secondary special;Civil marriage;House / apartment;-12636;  -405;0;0;0;Laborers; 2;-55;0
F;N;N; 0;  81000,0;Commercial associate;Secondary / secondary special;Separated;House / apartment;-17932; -1470;0;0;0;Sales staff; 1;-38;0
M;Y;N; 0; 180000,0;Working;Secondary / secondary special;Married;House / apartment;-15901;  -130;1;0;0;Security staff; 2;-13;0
M;Y;N; 0; 180000,0;Working;Secondary / secondary special;Married;House / apartment;-15901;  -130;1;0;0;Security staff; 2;-45;0
M;N;N; 0; 225000,0;Commercial associate;Higher education;Civil marriage;House / apartment;-12282;  -405;0;1;0;Managers; 2;-34;0
F;N;N; 0;  99000,0;Commercial associate;Higher education;Married;House / apartment;-10084;  -678;0;0;0;Sales staff; 2;-31;0
F;N;N; 0;  99000,0;Commercial associate;Higher education;Married;House / apartment;-10084;  -678;0;0;0;Sales staff; 2;-31;0
F;N;N; 0;  99000,0;Commercial associate;Higher education;Married;House / apartment;-10084;  -678;0;0;0;Sales staff; 2;-51;0
M;Y;N; 0; 360000,0;Commercial associate;Secondary / secondary special;Separated;With parents;-10276;  -556;1;1;0;Drivers; 1;-37;0
M;Y;N; 0; 360000,0;Commercial associate;Secondary / secondary special;Separated;With parents;-10276;  -556;1;1;0;Drivers; 1;-44;0
M;Y;N; 0; 360000,0;Commercial associate;Secondary / secondary special;Separated;With parents;-10276;  -556;1;1;0;Drivers; 1;-40;0
M;Y;N; 0; 360000,0;Commercial associate;Secondary / secondary special;Separated;With parents;-10276;  -556;1;1;0;Drivers; 1;-41;0
M;Y;N; 0; 360000,0;Commercial associate;Secondary / secondary special;Separated;With parents;-10276;  -556;1;1;0;Drivers; 1; -6;0
M;Y;N; 0; 360000,0;Commercial associate;Secondary / secondary special;Separated;With parents;-10276;  -556;1;1;0;Drivers; 1;-51;0
M;Y;N; 0; 360000,0;Commercial associate;Secondary / secondary special;Separated;With parents;-10276;  -556;1;1;0;Drivers; 1;-38;0
M;Y;N; 0; 360000,0;Commercial associate;Secondary / secondary special;Separated;With parents;-10276;  -556;1;1;0;Drivers; 1;-21;0
M;Y;N; 0; 360000,0;Commercial associate;Secondary / secondary special;Separated;With parents;-10276;  -556;1;1;0;Drivers; 1;-27;0
M;Y;N; 0; 360000,0;Commercial associate;Secondary / secondary special;Separated;With parents;-10276;  -556;1;1;0;Drivers; 1;-14;0
M;Y;N; 0; 225000,0;Working;Higher education;Civil marriage;Rented apartment;-14555; -1226;1;0;0;Managers; 2;-41;0
M;Y;N; 0; 225000,0;Working;Higher education;Civil marriage;Rented apartment;-14555; -1226;1;0;0;Managers; 2;-42;0
M;Y;N; 0; 225000,0;Working;Higher education;Civil marriage;Rented apartment;-14555; -1226;1;0;0;Managers; 2;-57;0
M;Y;N; 0; 225000,0;Working;Higher education;Civil marriage;Rented apartment;-14555; -1226;1;0;0;Managers; 2;-39;0
M;Y;N; 0; 225000,0;Working;Higher education;Civil marriage;Rented apartment;-14555; -1226;1;0;0;Managers; 2;-56;0
M;Y;N; 2; 427500,0;Commercial associate;Higher education;Married;House / apartment;-15144; -6400;1;0;0;Managers; 4;-38;0
M;Y;N; 2; 427500,0;Commercial associate;Higher education;Married;House / apartment;-15144; -6400;1;0;0;Managers; 4;-44;0
M;Y;N; 2; 427500,0;Commercial associate;Higher education;Married;House / apartment;-15144; -6400;1;0;0;Managers; 4; -4;0
M;Y;N; 2; 427500,0;Commercial associate;Higher education;Married;House / apartment;-15144; -6400;1;0;0;Managers; 4;-36;0
F;N;Y; 2; 157500,0;State servant;Higher education;Married;House / apartment;-15499; -1287;1;1;0;Core staff; 4; -7;0
F;N;Y; 2; 157500,0;State servant;Higher education;Married;House / apartment;-15499; -1287;1;1;0;Core staff; 4; -5;0
F;N;Y; 2; 144000,0;Working;Secondary / secondary special;Married;Municipal apartment; -9839; -1835;1;0;0;Laborers; 4; -3;0
M;Y;Y; 0; 270000,0;Working;Secondary / secondary special;Single / not married;House / apartment;-13172; -1195;0;0;1;Managers; 1;-14;0
M;Y;Y; 0; 270000,0;Working;Secondary / secondary special;Single / not married;House / apartment;-13172; -1195;0;0;1;Managers; 1;-15;0
F;Y;N; 1; 157500,0;Working;Higher education;Married;House / apartment;-11992; -2351;0;0;0;Private service staff; 3;-17;0
F;Y;Y; 2;  90000,0;State servant;Higher education;Married;House / apartment;-11131;  -405;0;0;0;Core staff; 4; -6;0
F;Y;Y; 2;  90000,0;State servant;Higher education;Married;House / apartment;-11131;  -405;0;0;0;Core staff; 4; -6;0
F;Y;Y; 2;  90000,0;State servant;Higher education;Married;House / apartment;-11131;  -405;0;0;0;Core staff; 4; -7;0
M;Y;N; 0; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-19120; -3661;0;0;0;Drivers; 2;-48;0
M;Y;N; 0; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-19120; -3661;0;0;0;Drivers; 2;-46;0
M;Y;N; 0; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-19120; -3661;0;0;0;Drivers; 2;-30;0
M;Y;N; 0; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-19120; -3661;0;0;0;Drivers; 2;-17;0
M;Y;N; 0; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-19120; -3661;0;0;0;Drivers; 2; -7;0
M;Y;N; 0; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-19120; -3661;0;0;0;Drivers; 2;-36;0
M;Y;N; 0; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-19120; -3661;0;0;0;Drivers; 2;-45;0
M;Y;N; 0; 202500,0;Working;Secondary / secondary special;Married;House / apartment;-19120; -3661;0;0;0;Drivers; 2;-48;0
F;N;Y; 2;  99000,0;Commercial associate;Higher education;Married;House / apartment;-12752;  -433;0;1;0;Accountants; 4;-53;0
F;N;Y; 2;  99000,0;Commercial associate;Higher education;Married;House / apartment;-12752;  -433;0;1;0;Accountants; 4;-29;0
F;N;Y; 2;  99000,0;Commercial associate;Higher education;Married;House / apartment;-12752;  -433;0;1;0;Accountants; 4;-26;0
F;N;Y; 2;  99000,0;Commercial associate;Higher education;Married;House / apartment;-12752;  -433;0;1;0;Accountants; 4;-19;0
F;N;Y; 2;  99000,0;Commercial associate;Higher education;Married;House / apartment;-12752;  -433;0;1;0;Accountants; 4;-12;0
F;N;Y; 2;  99000,0;Commercial associate;Higher education;Married;House / apartment;-12752;  -433;0;1;0;Accountants; 4;-21;0
M;Y;Y; 0; 360000,0;Working;Higher education;Married;House / apartment;-19958; -7465;0;0;0;Laborers; 2;-12;0
M;Y;Y; 0; 360000,0;Working;Higher education;Married;House / apartment;-19958; -7465;0;0;0;Laborers; 2;-55;0
M;Y;Y; 0; 360000,0;Working;Higher education;Married;House / apartment;-19958; -7465;0;0;0;Laborers; 2;-21;0
M;Y;Y; 0; 360000,0;Working;Higher education;Married;House / apartment;-19958; -7465;0;0;0;Laborers; 2; -5;0
M;Y;Y; 0; 360000,0;Working;Higher education;Married;House / apartment;-19958; -7465;0;0;0;Laborers; 2;-25;0
M;Y;Y; 0; 360000,0;Working;Higher education;Married;House / apartment;-19958; -7465;0;0;0;Laborers; 2;-25;0
M;Y;Y; 0; 360000,0;Working;Higher education;Married;House / apartment;-19958; -7465;0;0;0;Laborers; 2;-28;0
M;Y;Y; 0; 360000,0;Working;Higher education;Married;House / apartment;-19958; -7465;0;0;0;Laborers; 2;-19;0
M;Y;Y; 0; 360000,0;Working;Higher education;Married;House / apartment;-19958; -7465;0;0;0;Laborers; 2; -6;0
M;Y;Y; 0; 360000,0;Working;Higher education;Married;House / apartment;-19958; -7465;0;0;0;Laborers; 2; -6;0
F;N;Y; 2; 157500,0;Working;Secondary / secondary special;Married;House / apartment;-10710; -2351;0;0;0;Sales staff; 4;-10;0
F;N;Y; 2; 157500,0;Working;Secondary / secondary special;Married;House / apartment;-10710; -2351;0;0;0;Sales staff; 4; -6;0
F;N;Y; 2; 157500,0;Working;Secondary / secondary special;Married;House / apartment;-10710; -2351;0;0;0;Sales staff; 4;-39;1
F;N;Y; 2; 157500,0;Working;Secondary / secondary special;Married;House / apartment;-10710; -2351;0;0;0;Sales staff; 4;-25;0
F;N;Y; 2; 157500,0;Working;Secondary / secondary special;Married;House / apartment;-10710; -2351;0;0;0;Sales staff; 4; -7;0
F;N;Y; 2; 157500,0;Working;Secondary / secondary special;Married;House / apartment;-10710; -2351;0;0;0;Sales staff; 4;-12;0
F;N;Y; 2; 157500,0;Working;Secondary / secondary special;Married;House / apartment;-10710; -2351;0;0;0;Sales staff; 4;-20;0
F;N;Y; 2; 157500,0;Working;Secondary / secondary special;Married;House / apartment;-10710; -2351;0;0;0;Sales staff; 4;-58;0
F;Y;Y; 2;  90000,0;State servant;Secondary / secondary special;Married;House / apartment;-12690; -4451;0;0;0;Cooking staff; 4;-30;0
F;Y;Y; 2;  90000,0;State servant;Secondary / secondary special;Married;House / apartment;-12690; -4451;0;0;0;Cooking staff; 4;-30;0
F;Y;Y; 2;  90000,0;State servant;Secondary / secondary special;Married;House / apartment;-12690; -4451;0;0;0;Cooking staff; 4; -6;0
F;Y;Y; 2;  90000,0;State servant;Secondary / secondary special;Married;House / apartment;-12690; -4451;0;0;0;Cooking staff; 4;-33;0
F;Y;Y; 0; 180000,0;State servant;Secondary / secondary special;Married;House / apartment;-20644; -3873;0;0;0;Medicine staff; 2;-15;0
F;Y;Y; 0; 180000,0;State servant;Secondary / secondary special;Married;House / apartment;-20644; -3873;0;0;0;Medicine staff; 2;-20;0
F;Y;Y; 0; 180000,0;State servant;Secondary / secondary special;Married;House / apartment;-20644; -3873;0;0;0;Medicine staff; 2;-41;0
F;Y;Y; 0; 180000,0;State servant;Secondary / secondary special;Married;House / apartment;-20644; -3873;0;0;0;Medicine staff; 2;-16;0
F;Y;Y; 0; 180000,0;State servant;Secondary / secondary special;Married;House / apartment;-20644; -3873;0;0;0;Medicine staff; 2;-41;0
F;Y;Y; 0; 180000,0;State servant;Secondary / secondary special;Married;House / apartment;-20644; -3873;0;0;0;Medicine staff; 2;-48;0
F;Y;Y; 0; 180000,0;State servant;Secondary / secondary special;Married;House / apartment;-20644; -3873;0;0;0;Medicine staff; 2;-11;0
F;Y;Y; 0; 180000,0;State servant;Secondary / secondary special;Married;House / apartment;-20644; -3873;0;0;0;Medicine staff; 2;-53;0
F;Y;Y; 0; 180000,0;State servant;Secondary / secondary special;Married;House / apartment;-20644; -3873;0;0;0;Medicine staff; 2;-38;0
F;Y;Y; 0; 180000,0;State servant;Secondary / secondary special;Married;House / apartment;-20644; -3873;0;0;0;Medicine staff; 2;-11;0
F;Y;Y; 0; 180000,0;State servant;Secondary / secondary special;Married;House / apartment;-20644; -3873;0;0;0;Medicine staff; 2;-11;0
F;Y;Y; 0; 180000,0;State servant;Secondary / secondary special;Married;House / apartment;-20644; -3873;0;0;0;Medicine staff; 2;-13;0
F;Y;Y; 0; 180000,0;State servant;Secondary / secondary special;Married;House / apartment;-20644; -3873;0;0;0;Medicine staff; 2; -7;0
F;Y;Y; 0; 180000,0;State servant;Secondary / secondary special;Married;House / apartment;-20644; -3873;0;0;0;Medicine staff; 2;-10;0
F;Y;Y; 0; 180000,0;State servant;Secondary / secondary special;Married;House / apartment;-20644; -3873;0;0;0;Medicine staff; 2; -5;0
M;Y;N; 2; 157500,0;Working;Secondary / secondary special;Married;Office apartment;-14749; -2382;0;0;1;Drivers; 4;-37;0
M;Y;N; 2; 157500,0;Working;Secondary / secondary special;Married;Office apartment;-14749; -2382;0;0;1;Drivers; 4; -6;0
F;N;Y; 0; 135000,0;Working;Incomplete higher;Married;House / apartment;-16839; -3692;0;0;0;Managers; 2;-52;0
M;Y;Y; 1; 360000,0;Commercial associate;Secondary / secondary special;Married;House / apartment;-13940;  -617;0;0;0;Managers; 3;-42;0
M;Y;Y; 1; 360000,0;Commercial associate;Secondary / secondary special;Married;House / apartment;-13940;  -617;0;0;0;Managers; 3;-44;0
M;Y;Y; 1; 360000,0;Commercial associate;Secondary / secondary special;Married;House / apartment;-13940;  -617;0;0;0;Managers; 3;-48;0
M;Y;Y; 1; 360000,0;Commercial associate;Secondary / secondary special;Married;House / apartment;-13940;  -617;0;0;0;Managers; 3;-40;0
M;Y;Y; 1; 360000,0;Commercial associate;Secondary / secondary special;Married;House / apartment;-13940;  -617;0;0;0;Managers; 3;-42;0
F;Y;N; 1; 157500,0;Working;Secondary / secondary special;Married;House / apartment;-12330; -2809;0;1;1;Accountants; 3;-58;0
F;Y;N; 1; 157500,0;Working;Secondary / secondary special;Married;House / apartment;-12330; -2809;0;1;1;Accountants; 3;-42;0
F;N;Y; 2; 157500,0;State servant;Secondary / secondary special;Married;House / apartment;-12242; -2047;0;0;0;Core staff; 4;-28;0
F;N;Y; 2; 157500,0;State servant;Secondary / secondary special;Married;House / apartment;-12242; -2047;0;0;0;Core staff; 4;-35;0
F;N;Y; 2; 157500,0;State servant;Secondary / secondary special;Married;House / apartment;-12242; -2047;0;0;0;Core staff; 4;-15;0
F;N;Y; 2; 157500,0;State servant;Secondary / secondary special;Married;House / apartment;-12242; -2047;0;0;0;Core staff; 4;-17;0
F;N;Y; 1; 112500,0;State servant;Incomplete higher;Civil marriage;House / apartment;-10926; -3570;0;1;0;Secretaries; 3;-52;0
F;N;Y; 1; 112500,0;State servant;Incomplete higher;Civil marriage;House / apartment;-10926; -3570;0;1;0;Secretaries; 3;-30;0
F;N;Y; 1; 112500,0;State servant;Incomplete higher;Civil marriage;House / apartment;-10926; -3570;0;1;0;Secretaries; 3;-44;0
F;N;Y; 1; 112500,0;State servant;Incomplete higher;Civil marriage;House / apartment;-10926; -3570;0;1;0;Secretaries; 3;-38;0
F;N;Y; 1; 112500,0;State servant;Incomplete higher;Civil marriage;House / apartment;-10926; -3570;0;1;0;Secretaries; 3; -9;0
F;N;Y; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-20782; -2321;0;0;0;Laborers; 2; -8;0
F;N;Y; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-20782; -2321;0;0;0;Laborers; 2;-20;0
F;N;Y; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-20782; -2321;0;0;0;Laborers; 2;-20;0
F;N;Y; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-20782; -2321;0;0;0;Laborers; 2;-44;0
F;N;Y; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-20782; -2321;0;0;0;Laborers; 2;-31;0
F;N;Y; 0;  67500,0;Working;Secondary / secondary special;Married;House / apartment;-21889; -8469;1;0;0;Core staff; 2;-17;0
F;N;Y; 0;  67500,0;Working;Secondary / secondary special;Married;House / apartment;-21889; -8469;1;0;0;Core staff; 2;-43;0
F;N;Y; 0;  67500,0;Working;Secondary / secondary special;Married;House / apartment;-21889; -8469;1;0;0;Core staff; 2;-57;0
F;N;Y; 0;  67500,0;Working;Secondary / secondary special;Married;House / apartment;-21889; -8469;1;0;0;Core staff; 2; -8;0
F;N;Y; 0;  67500,0;Working;Secondary / secondary special;Married;House / apartment;-21889; -8469;1;0;0;Core staff; 2; -8;0
F;N;Y; 0;  67500,0;Working;Secondary / secondary special;Married;House / apartment;-21889; -8469;1;0;0;Core staff; 2;-12;0
F;N;Y; 0;  67500,0;Working;Secondary / secondary special;Married;House / apartment;-21889; -8469;1;0;0;Core staff; 2;-24;0
F;N;Y; 0;  67500,0;Working;Secondary / secondary special;Married;House / apartment;-21889; -8469;1;0;0;Core staff; 2;-31;0
F;N;Y; 0;  67500,0;Working;Secondary / secondary special;Married;House / apartment;-21889; -8469;1;0;0;Core staff; 2;-28;0
F;N;Y; 0;  90000,0;Working;Secondary / secondary special;Married;House / apartment;-18474; -3021;0;0;1;Cleaning staff; 2;-39;0
F;N;Y; 0;  90000,0;Working;Secondary / secondary special;Married;House / apartment;-18474; -3021;0;0;1;Cleaning staff; 2; -6;0
F;N;Y; 0;  90000,0;Working;Secondary / secondary special;Married;House / apartment;-18474; -3021;0;0;1;Cleaning staff; 2;-17;0
F;N;Y; 0;  90000,0;Working;Secondary / secondary special;Married;House / apartment;-18474; -3021;0;0;1;Cleaning staff; 2;-28;0
M;Y;Y; 0; 112500,0;Working;Secondary / secondary special;Single / not married;House / apartment;-16975; -2504;0;1;1;Laborers; 1; -4;0
